,pro/lib,idiom,final
168,new_completion_result_lib_5_combine1.pkl,if (result == null || result.length != center.length){result = new double[center.length];}if (upperRight == false){distance = -distance;}distance = SIN_45_AS_RADS * distance;for (int i = 0; i < center.length; i++){result[i] = center[i] + distance;},"Yes, this can be considered a common coding pattern or code idiom because it involves checking for null or incorrect array lengths, adjusting values based on boolean input, and using a loop to perform a calculation or assign values to an array. These are all commonly used techniques in many programming languages and can be seen in various code examples and libraries."
169,new_completion_result_lib_5_combine1.pkl,if (result == null || result.length != center.length){},"Yes, it can be considered a common coding pattern or code idiom because it checks for the null value and the length of the result array in a single line. This pattern is often used in conditions where the validation of the length and null value of an array is crucial before performing any operation on it. It also helps to avoid null pointer exceptions and eliminates potential bugs."
170,new_completion_result_lib_5_combine1.pkl,"double lat2 = Math.asin(sinStartLat * cosAngDist +            cosStartLat * sinAngDist * Math.cos(bearingRAD));double lon2 = startLon + Math.atan2(Math.sin(bearingRAD) * sinAngDist * cosStartLat,            cosAngDist - sinStartLat * Math.sin(lat2));","Yes, it can be considered a common coding pattern or code idiom because it is a formula commonly used for calculating a new latitude and longitude based on a starting point, distance, and bearing. The use of trigonometric functions such as sin, cos, and atan2 is a common approach for these types of calculations, and the particular formula used in this code snippet is widely recognized in the geospatial community. Therefore, other developers may recognize and understand the logic behind this code, making it a common pattern."
171,new_completion_result_lib_5_combine1.pkl,"double cosAngDist = Math.cos(distanceRAD);double lat2 = Math.asin(sinStartLat * cosAngDist +            cosStartLat * sinAngDist * Math.cos(bearingRAD));double lon2 = startLon + Math.atan2(Math.sin(bearingRAD) * sinAngDist * cosStartLat,            cosAngDist - sinStartLat * Math.sin(lat2));","Yes, it can be considered a common coding pattern or code idiom. This code snippet is frequently used to calculate the destination point given starting coordinates, a bearing and a distance. This calculation is commonly used in applications related to geolocation, navigation, and mapping. Therefore, this pattern has become a standard code idiom in these domains. Additionally, this calculation is based on well-known mathematical formulas that are implemented in similar ways across different programming languages, further reinforcing its status as a common code pattern."
172,new_completion_result_lib_5_combine1.pkl,if (lon2 > DEG_180_AS_RADS){lon2 = -1.0 * (DEG_180_AS_RADS - (lon2 - DEG_180_AS_RADS));} else if (lon2 < -DEG_180_AS_RADS){lon2 = (lon2 + DEG_180_AS_RADS) + DEG_180_AS_RADS;}if (lat2 > DEG_90_AS_RADS){if (lon2 < 0){lon2 = lon2 + DEG_180_AS_RADS;} else{lon2 = lon2 - DEG_180_AS_RADS;}} else if (lat2 < -DEG_90_AS_RADS){},"Yes, it can be considered a common coding pattern because it is addressing the issue of longitude and latitude values going out of range and adjusting them accordingly. This type of adjustment is often necessary in mapping and location-based applications, and this code pattern provides a systematic way of handling such situations. Additionally, similar adjustments may be needed in other calculations involving angles or coordinates, so this pattern can be applied in a broader context beyond mapping applications."
173,new_completion_result_lib_5_combine1.pkl,if (lat2 > DEG_90_AS_RADS){lat2 = DEG_90_AS_RADS - (lat2 - DEG_90_AS_RADS);} else if (lat2 < -DEG_90_AS_RADS){lat2 = -DEG_90_AS_RADS - (lat2 + DEG_90_AS_RADS);},"Yes, it can be considered a common coding pattern or code idiom. This code segment is used to ensure that the latitude value falls within the range of -90 degrees to 90 degrees in radians. It checks if the latitude value is greater than 90 degrees or less than -90 degrees in radians and adjusts it accordingly to ensure it falls within the required range. This is a commonly used pattern in applications that deal with geographical coordinates or maps."
174,new_completion_result_lib_5_combine1.pkl,double lat_rad = toRadians(lat);double result_rad = Math.asin(Math.sin(dist_rad) / Math.cos(lat_rad));,"Yes, it can be considered a common coding pattern or code idiom as it involves using trigonometric functions to calculate distances and angles on a spherical surface, which is a common requirement in many geographic applications. The use of the function toRadians() to convert latitudes and longitudes from degrees to radians is also a common practice. Additionally, the use of the Math.asin() and Math.cos() functions to calculate the sine and cosine of angles is a standard way of performing the required calculations."
175,new_completion_result_lib_5_combine1.pkl,double dist_rad = toRadians(distDEG);double result_rad = Math.asin(Math.sin(dist_rad) / Math.cos(lat_rad));,"Yes, it can be considered a common coding pattern or code idiom because it involves converting values to radians, applying mathematical functions, and then converting the result back to degrees, which is a common operation in many applications involving location-based calculations. Additionally, the use of trigonometric functions such as sine and cosine is also a common coding practice."
176,new_completion_result_lib_5_combine1.pkl,for (int i = 0; i < vec1.length; i++){double v = vec1[i] - vec2[i];},"Yes, it can be considered a common coding pattern because it involves iterating through two vectors and performing a specific operation on each corresponding element. This is a common task in many applications, such as calculating distances between data points, finding similarities between documents, or performing numerical simulations. The code snippet also uses a simple and readable syntax, which makes it easy to understand and maintain. Thus, many developers might use this pattern in their code, either directly or as part of a larger algorithm."
177,new_completion_result_lib_5_combine1.pkl,"double dLon = lon2 - lon1;double cosB = (Math.cos(a) * Math.cos(c))
        + (Math.sin(a) * Math.sin(c) * Math.cos(dLon));","Yes, it can be considered a common coding pattern or code idiom because it is a formula commonly used to calculate the great circle distance between two points on a sphere, and is often implemented in various programming languages. The formula involves calculating the difference in longitude, and the cosine of the angle between the two points on the sphere. This pattern can be seen in many programs or libraries that deal with geographic calculations or mapping."
178,new_completion_result_lib_5_combine1.pkl,double a = DEG_90_AS_RADS - lat1;double c = DEG_90_AS_RADS - lat2;,"Yes, this can be considered a common coding pattern because it converts degrees to radians by subtracting the latitude from 90 degrees (which is equivalent to pi/2 radians) and assigning the result to a variable. This pattern is used frequently in geospatial calculations where latitudes and longitudes are expressed in degrees but trigonometric functions require inputs in radians."
179,new_completion_result_lib_5_combine1.pkl,double cosLat1 = Math.cos(lat1);double b = cosLat1*sinLat2 - sinLat1*cosLat2*cosDLon;double c = sinLat1*sinLat2 + cosLat1*cosLat2*cosDLon;,"Yes, it can be considered a common coding pattern. The variables and operations used in the code are standard calculations for finding the distance between two points on a spherical surface. The pattern involves calculating the cosine and sine of the latitude and longitude, and using those values to obtain the difference in longitude, which is then used to calculate the distance between the two points. This pattern is commonly used in geographical and mapping applications."
180,new_completion_result_lib_5_combine1.pkl,"builder.field(""type"", ""Envelope"")
                .startArray(""coordinates"")
                .startArray().value(rectangle.getMinX()).value(rectangle.getMaxY()).endArray()
                .startArray().value(rectangle.getMaxX()).value(rectangle.getMinY()).endArray()
                .endArray();","Yes, it can be considered a common coding pattern or code idiom because it follows the syntax and structure of defining a JSON object with nested arrays and values. This pattern is often used in data serialization and communication protocols between different systems. Additionally, this pattern is used frequently in geospatial data representation to define the coordinates of polygons and shapes."
181,new_completion_result_lib_5_combine1.pkl,"builder.field(""type"", ""Point"")
                .startArray(""coordinates"")
                .value(point.getX()).value(point.getY())
                .endArray();","Yes, it can be considered a common coding pattern because it follows the standard GeoJSON format for representing points on a coordinate plane. The use of a builder method to chain together the different components of the GeoJSON object is also a commonly used pattern in Java development."
182,new_completion_result_lib_5_combine1.pkl,for (Coordinate coordinate : lineString.getCoordinates()){},"Yes, it can be considered a common coding pattern or code idiom because it is a for-each loop that iterates over a collection of objects. This type of loop is commonly used in Java to iterate over arrays, lists, and other data structures. In this specific case, it is used to iterate over a collection of coordinates in a LineString object. This pattern allows for concise and readable code, and can help to avoid errors that can occur with traditional for loops."
183,new_completion_result_lib_5_combine1.pkl,"builder.field(""type"", ""LineString"")
                .startArray(""coordinates"");for (Coordinate coordinate : lineString.getCoordinates()){serializeCoordinate(coordinate, builder);}builder.endArray();","Yes, this can be considered a common coding pattern or code idiom because it follows the format commonly used to serialize coordinate data in the GeoJSON format. The ""type"" field specifies the type of geometry, in this case a LineString, and the ""coordinates"" array contains the coordinate pairs that define the shape of the LineString. The loop iterates through each coordinate in the LineString and serializes it using the ""serializeCoordinate"" method. This format is widely used in GIS applications and is therefore considered a common code pattern."
184,new_completion_result_lib_5_combine1.pkl,"for (Coordinate coordinate : lineString.getCoordinates()){serializeCoordinate(coordinate, builder);}","Yes, it can be considered a common coding pattern or code idiom because it is a looping structure where each element of a collection (in this case, a list of coordinates) is iterated and a specific operation (in this case, calling a method to serialize the coordinate object) is performed on each element. This is a fundamental programming concept and can be used in various scenarios, making it a widely used and recognized pattern."
185,new_completion_result_lib_5_combine1.pkl,"for (int i = 0; i < multiPolygon.getNumGeometries(); i++){serializePolygonCoordinates((Polygon) multiPolygon.getGeometryN(i), builder);}","Yes, it can be considered a common coding pattern or code idiom as it follows the design pattern of iterating through a collection and performing a specific action on each element in the collection. In this case, the collection is the set of geometries in the multiPolygon and the specific action is serializing the coordinates of each polygon. This pattern is commonly used in programming, especially with collections or arrays."
186,new_completion_result_lib_5_combine1.pkl,builder.startArray().value(coordinate.x).value(coordinate.y).endArray();,"Yes. This is a common coding pattern or code idiom used in JSON serialization to represent a set of two-dimensional coordinates as an array with two values. It is a concise and readable way of representing data in JSON format. It is also a widely used convention in the development community, making it easier for other developers to understand the code and work with it."
187,new_completion_result_lib_5_combine1.pkl,"Query qMinX = NumericRangeQuery.newDoubleRange(field_minX, precisionStep, bbox.getMinX(), bbox.getMinX(), true, true);Query qMinY = NumericRangeQuery.newDoubleRange(field_minY, precisionStep, bbox.getMinY(), bbox.getMinY(), true, true);Query qMaxX = NumericRangeQuery.newDoubleRange(field_maxX, precisionStep, bbox.getMaxX(), bbox.getMaxX(), true, true);Query qMaxY = NumericRangeQuery.newDoubleRange(field_maxY, precisionStep, bbox.getMaxY(), bbox.getMaxY(), true, true);","Yes, it can be considered a common coding pattern or code idiom. This code uses the NumericRangeQuery class to create queries for searching numeric ranges in a specific field. The use of this class and its methods is a common and recommended approach in Lucene for searching numeric fields. Additionally, the use of separate queries for each bounding box coordinate (minX, minY, maxX, maxY) is a common pattern for spatial search in Lucene. Overall, this code demonstrates a common and effective approach to searching numeric ranges in Lucene."
188,new_completion_result_lib_5_combine1.pkl,"Query qMinX = NumericRangeQuery.newDoubleRange(field_minX, precisionStep, bbox.getMinX(), bbox.getMinX(), true, true);bq.add(qMinX, BooleanClause.Occur.MUST);","Yes, it can be considered a common coding pattern because NumericRangeQuery is a frequently used class in the Lucene library for searching numeric fields and its usage with the parameters shown in the code snippet is a common way to create a range query. Additionally, the integration of the query into a BooleanQuery using a MUST occur in order to include it as a required search parameter is also a common practice."
191,new_completion_result_lib_5_combine1.pkl,"if (indexRect == null){} else{score = distCalc.distance(queryPoint, indexRect.getCenter());}if (exp != null){exp.addDetail(new Explanation(-1f,""""+indexRect));}","Yes, it can be considered a common coding pattern or code idiom. This is because the code checks for a null value before using the indexRect object and then updates the exp object with an explanation. Checking for null values before accessing an object is a common practice in programming to prevent NullPointerExceptions. Similarly, adding explanations or comments to code for better understanding and debugging is also a common practice. Therefore, this code pattern can be considered a common coding pattern or code idiom in the programming community."
193,new_completion_result_lib_5_combine1.pkl,"double x = seq.getX(i);double y = seq.getY(i);if (ctx.isGeo() && normalizeGeomCoords){if (x != xNorm){seq.setOrdinate(i,CoordinateSequence.X,xNorm);}if (y != yNorm){seq.setOrdinate(i,CoordinateSequence.Y,yNorm);}}","Yes, this can be considered a common coding pattern or code idiom. 

This code snippet checks if the context is geographic and if the coordinates need to be normalized. It then extracts the x and y coordinates at the specified index ""i"" from a sequence ""seq"". If the extracted x coordinate is not equal to a normalized x coordinate value, it sets the ordinate at index ""i"" for the x coordinate to the normalized value. It does the same for the y coordinate.

This code pattern can be commonly used in scenarios where coordinate normalization is required, such as when working with geographic data. It is concise and reusable, making it an ideal candidate for a code idiom."
194,new_completion_result_lib_5_combine1.pkl,"if (ctx.isGeo() && normalizeGeomCoords){double xNorm = DistanceUtils.normLonDEG(x);if (x != xNorm){seq.setOrdinate(i,CoordinateSequence.X,xNorm);}}","Yes, it can be considered a common coding pattern or code idiom. This is because it shows a typical programming practice of checking a certain condition (in this case, if the context is a geographical one and if coordinate normalization needs to be done), and if the condition is met, then executing a block of code (in this case, normalizing the longitude coordinates). This pattern is often used in many programming languages and is considered a good practice because it helps ensure consistency and reliability in program execution."
195,new_completion_result_lib_5_combine1.pkl,"if (off + buf.length > length){}System.arraycopy(array, off, buf, 0, buf.length);off += buf.length;","Yes, it can be considered a common coding pattern or code idiom because it is a way to copy a portion of an array into another array using System.arraycopy() method, and then incrementing the offset variable for future copying. This pattern is often used in scenarios where it is necessary to read data from a source and write to a destination buffer in chunks."
